transaction_id,customer_id,visit_date,total_spending
T006122,1283,2023-05-29,60478
T003066,1429,2023-05-29,120245
T002327,1021,2023-05-29,288362
T005819,1389,2023-05-30,395067
T006330,1437,2023-05-30,209836
T007806,1338,2023-05-30,414996
T001252,1119,2023-05-30,25362
T002396,1279,2023-05-30,203309
T000278,1344,2023-05-30,127001
T005637,1017,2023-05-30,473882
T000543,1397,2023-05-30,435775
T001614,1188,2023-05-31,219151
T000152,1288,2023-05-31,218382
T004154,1108,2023-05-31,419159
T005786,1108,2023-05-31,198625
T007026,1134,2023-05-31,387291
T000323,1054,2023-05-31,337322
T002734,1324,2023-06-01,50273
T006378,1298,2023-06-01,466894
T002916,1357,2023-06-01,314772
T007190,1155,2023-06-01,442376
T000621,1015,2023-06-01,192922
T001804,1149,2023-06-01,480777
T005888,1391,2023-06-01,274164
T006834,1249,2023-06-01,35852
T002223,1372,2023-06-01,478715
T007667,1391,2023-06-01,229409
T000422,1169,2023-06-02,261207
T007715,1271,2023-06-02,462957
T002153,1384,2023-06-02,120271
T002176,1086,2023-06-02,288177
T002602,1132,2023-06-02,152633
T001464,1266,2023-06-02,391698
T006323,1099,2023-06-03,441990
T004588,1430,2023-06-03,387101
T002583,1332,2023-06-03,157022
T007695,1056,2023-06-03,312412
T003598,1478,2023-06-03,209243
T000758,1301,2023-06-03,291855
T004248,1377,2023-06-03,293072
T005875,1334,2023-06-03,78791
T003774,1076,2023-06-03,356091
T000843,1355,2023-06-04,221615
T007455,1407,2023-06-04,203260
T002251,1042,2023-06-04,187856
T004946,1434,2023-06-04,234697
T001781,1414,2023-06-04,73149
T005410,1214,2023-06-04,457021
T006234,1365,2023-06-04,386478
T007386,1307,2023-06-04,393199
T003968,1109,2023-06-04,407684
T004907,1288,2023-06-04,96022
T002232,1092,2023-06-05,266209
T006015,1420,2023-06-05,452636
T000405,1040,2023-06-05,458350
T005246,1213,2023-06-05,196374
T006441,1309,2023-06-05,321409
T006205,1216,2023-06-05,242368
T002637,1362,2023-06-05,415084
T005223,1185,2023-06-05,60693
T001643,1017,2023-06-05,166854
T003073,1147,2023-06-05,274340
T007774,1017,2023-06-05,250431
T002776,1117,2023-06-06,117799
T001082,1093,2023-06-06,341289
T003176,1188,2023-06-06,428852
T007641,1097,2023-06-06,48071
T003778,1109,2023-06-06,305199
T007413,1097,2023-06-06,432545
T005492,1351,2023-06-06,122099
T004741,1166,2023-06-06,293591
T001646,1425,2023-06-07,94967
T002826,1172,2023-06-07,284818
T006945,1287,2023-06-07,160017
T000533,1058,2023-06-07,239365
T004768,1472,2023-06-07,321756
T004163,1406,2023-06-07,62351
T001471,1164,2023-06-07,436919
T001362,1012,2023-06-07,427609
T002038,1035,2023-06-07,406440
T005333,1367,2023-06-07,382070
T002735,1478,2023-06-07,145191
T003224,1148,2023-06-07,64220
T002986,1250,2023-06-07,490471
T006496,1358,2023-06-08,23543
T006036,1075,2023-06-08,307551
T005335,1044,2023-06-08,480818
T000884,1164,2023-06-08,413236
T006121,1490,2023-06-08,148863
T007120,1287,2023-06-08,74515
T007451,1426,2023-06-08,389258
T002611,1067,2023-06-08,238480
T004597,1224,2023-06-08,49424
T000544,1489,2023-06-08,93820
T005855,1215,2023-06-09,68534
T003682,1476,2023-06-09,173023
T004847,1415,2023-06-09,432548
T003993,1189,2023-06-09,390736
T005378,1192,2023-06-09,227547
T006322,1016,2023-06-09,409169
T005418,1058,2023-06-09,352618
T003295,1083,2023-06-09,278019
T005692,1019,2023-06-10,116421
T007415,1216,2023-06-10,254162
T001822,1285,2023-06-10,292263
T002190,1112,2023-06-10,221703
T007619,1279,2023-06-10,274935
T007023,1345,2023-06-10,110417
T000977,1151,2023-06-10,317203
T007022,1034,2023-06-10,91980
T007924,1044,2023-06-10,40543
T000113,1012,2023-06-10,391467
T001421,1311,2023-06-10,341864
T003536,1301,2023-06-10,240979
T002020,1061,2023-06-10,69456
T005821,1214,2023-06-11,264361
T007717,1215,2023-06-11,205128
T005906,1346,2023-06-11,421018
T001156,1052,2023-06-11,249414
T000517,1164,2023-06-11,45741
T000680,1202,2023-06-11,471729
T005188,1467,2023-06-11,124447
T007086,1478,2023-06-11,198728
T005895,1121,2023-06-11,231111
T002017,1400,2023-06-11,212815
T004278,1331,2023-06-11,319227
T002465,1376,2023-06-11,184763
T002354,1265,2023-06-12,26654
T004092,1215,2023-06-12,131264
T006382,1026,2023-06-12,129987
T006585,1018,2023-06-12,349382
T001984,1183,2023-06-12,435699
T003785,1133,2023-06-12,427458
T003028,1236,2023-06-12,445468
T004084,1289,2023-06-12,437666
T000732,1111,2023-06-12,95499
T003885,1382,2023-06-13,34620
T006460,1011,2023-06-13,208297
T004940,1242,2023-06-13,410265
T000783,1059,2023-06-13,482273
T007593,1016,2023-06-13,260324
T003396,1356,2023-06-13,32342
T003807,1324,2023-06-13,213074
T002478,1281,2023-06-13,416302
T006975,1322,2023-06-13,162228
T000112,1354,2023-06-13,192855
T007191,1010,2023-06-13,335239
T001852,1295,2023-06-13,418601
T005278,1328,2023-06-14,221755
T005095,1383,2023-06-14,298852
T000326,1177,2023-06-14,273730
T005262,1337,2023-06-14,359665
T003834,1116,2023-06-14,211958
T006855,1440,2023-06-14,291280
T006759,1012,2023-06-14,140270
T003169,1145,2023-06-14,92663
T004517,1093,2023-06-14,249919
T006409,1390,2023-06-14,250882
T002414,1483,2023-06-14,81340
T007215,1075,2023-06-14,241141
T002356,1486,2023-06-14,207213
T002149,1403,2023-06-14,30663
T001962,1060,2023-06-15,265340
T005572,1197,2023-06-15,62113
T006824,1458,2023-06-15,115140
T003997,1315,2023-06-15,464639
T005440,1447,2023-06-15,83874
T003341,1304,2023-06-15,265821
T005614,1278,2023-06-15,148295
T004754,1411,2023-06-15,43560
T001580,1229,2023-06-15,352213
T001327,1300,2023-06-15,349314
T007868,1301,2023-06-15,164654
T000716,1009,2023-06-15,158923
T000702,1122,2023-06-15,73619
T002575,1216,2023-06-15,368714
T004067,1118,2023-06-15,351254
T005856,1030,2023-06-15,386447
T003619,1068,2023-06-15,365607
T002400,1273,2023-06-16,26613
T007830,1373,2023-06-16,290574
T005826,1468,2023-06-16,192959
T004392,1277,2023-06-16,245075
T007980,1035,2023-06-16,163274
T004606,1335,2023-06-16,285713
T003577,1226,2023-06-16,357282
T003171,1162,2023-06-16,461448
T007752,1306,2023-06-16,346653
T000535,1026,2023-06-16,122770
T002832,1075,2023-06-16,63794
T001209,1277,2023-06-16,249223
T000268,1153,2023-06-16,482753
T003002,1354,2023-06-17,82408
T006328,1383,2023-06-17,259282
T007753,1368,2023-06-17,496555
T000625,1455,2023-06-17,280429
T006223,1217,2023-06-17,335169
T000290,1319,2023-06-17,376554
T007608,1340,2023-06-17,139318
T002392,1338,2023-06-17,388742
T005994,1224,2023-06-17,486687
T005754,1450,2023-06-17,493061
T005671,1303,2023-06-17,379593
T003116,1327,2023-06-18,92102
T000161,1250,2023-06-18,117555
T005450,1137,2023-06-18,108890
T001211,1220,2023-06-18,172767
T004021,1043,2023-06-18,472531
T007666,1043,2023-06-18,466640
T007397,1100,2023-06-18,363754
T001447,1336,2023-06-18,247131
T003694,1456,2023-06-18,23934
T002473,1147,2023-06-18,79395
T003889,1374,2023-06-19,303392
T003262,1154,2023-06-19,53519
T003355,1455,2023-06-19,269029
T005619,1321,2023-06-19,407926
T004972,1322,2023-06-19,425300
T002275,1072,2023-06-19,251944
T000273,1463,2023-06-19,450538
T004703,1445,2023-06-19,156243
T004807,1331,2023-06-19,251730
T003738,1468,2023-06-20,226068
T003409,1303,2023-06-20,346198
T003456,1175,2023-06-20,197485
T006190,1285,2023-06-20,103557
T000378,1463,2023-06-20,254624
T004455,1085,2023-06-20,345112
T001065,1339,2023-06-20,164572
T001605,1181,2023-06-20,298812
T000645,1072,2023-06-20,227940
T006526,1236,2023-06-20,92843
T004932,1327,2023-06-21,294732
T005741,1237,2023-06-21,77995
T005413,1299,2023-06-21,232160
T004785,1079,2023-06-21,182650
T001434,1049,2023-06-21,274259
T005316,1116,2023-06-21,29958
T006874,1099,2023-06-21,20051
T007316,1472,2023-06-21,230454
T006746,1113,2023-06-21,153783
T004164,1323,2023-06-21,211112
T002912,1125,2023-06-21,428540
T001143,1051,2023-06-21,57355
T001087,1497,2023-06-21,222682
T005600,1103,2023-06-22,446365
T003605,1108,2023-06-22,412963
T003707,1228,2023-06-22,261830
T004085,1141,2023-06-22,204566
T000671,1046,2023-06-22,460990
T005651,1072,2023-06-22,373123
T006590,1253,2023-06-22,417487
T001306,1353,2023-06-22,427218
T001734,1049,2023-06-22,198996
T005899,1331,2023-06-22,387378
T007204,1337,2023-06-22,377525
T007995,1145,2023-06-23,311525
T000848,1478,2023-06-23,327682
T001374,1115,2023-06-23,38228
T006106,1106,2023-06-23,411401
T001314,1316,2023-06-23,337542
T003891,1039,2023-06-23,418243
T006895,1439,2023-06-23,257903
T005871,1375,2023-06-23,414310
T004465,1414,2023-06-24,160289
T006377,1200,2023-06-24,80964
T007685,1209,2023-06-24,239831
T003999,1339,2023-06-24,26800
T004328,1168,2023-06-24,442291
T006977,1259,2023-06-24,322789
T007763,1152,2023-06-24,187415
T003962,1337,2023-06-24,52600
T006627,1161,2023-06-24,356111
T005314,1424,2023-06-24,109364
T004908,1395,2023-06-24,192472
T006669,1085,2023-06-24,53367
T005213,1246,2023-06-24,436333
T007434,1290,2023-06-24,218729
T001041,1169,2023-06-25,144798
T003448,1104,2023-06-25,444020
T004872,1383,2023-06-25,209007
T005967,1124,2023-06-25,457951
T006017,1231,2023-06-25,122885
T002440,1313,2023-06-25,322526
T004601,1204,2023-06-25,435915
T000978,1384,2023-06-25,21532
T002265,1267,2023-06-25,441584
T002794,1474,2023-06-25,95276
T006260,1401,2023-06-25,305233
T002236,1489,2023-06-26,78528
T001847,1118,2023-06-26,214499
T007826,1355,2023-06-26,189164
T002046,1468,2023-06-26,168530
T002754,1258,2023-06-26,80985
T004879,1153,2023-06-26,90949
T000107,1108,2023-06-26,113709
T007343,1014,2023-06-26,242190
T000164,1335,2023-06-27,158874
T003259,1479,2023-06-27,423439
T002581,1431,2023-06-27,164457
T006709,1035,2023-06-27,203239
T004970,1433,2023-06-27,448890
T005724,1398,2023-06-27,287920
T000968,1223,2023-06-27,323374
T006603,1086,2023-06-27,302904
T003368,1459,2023-06-27,165468
T003735,1173,2023-06-27,30349
T004651,1124,2023-06-27,374347
T000561,1337,2023-06-27,149354
T003875,1306,2023-06-28,305346
T004791,1176,2023-06-28,170250
T004984,1029,2023-06-28,232810
T007054,1154,2023-06-28,20018
T007187,1173,2023-06-28,487153
T000527,1134,2023-06-28,102579
T007937,1373,2023-06-28,299190
T000584,1445,2023-06-28,45530
T002599,1276,2023-06-28,454969
T000766,1392,2023-06-28,232996
T005602,1186,2023-06-28,450340
T000078,1148,2023-06-29,378334
T005673,1474,2023-06-29,350101
T000082,1491,2023-06-29,145223
T003026,1304,2023-06-29,106217
T004325,1123,2023-06-29,277743
T005381,1200,2023-06-29,240967
T004557,1282,2023-06-29,428883
T007430,1188,2023-06-29,452685
T007858,1233,2023-06-29,181845
T004420,1499,2023-06-29,301466
T007245,1379,2023-06-29,250842
T005585,1332,2023-06-29,369084
T006447,1381,2023-06-29,268179
T006144,1361,2023-06-29,461923
T001862,1144,2023-06-29,449369
T006326,1451,2023-06-29,138251
T000642,1064,2023-06-29,341721
T004458,1134,2023-06-30,458201
T006324,1020,2023-06-30,147343
T006247,1198,2023-06-30,118039
T001016,1475,2023-06-30,209637
T004740,1195,2023-06-30,125696
T001010,1026,2023-06-30,370511
T006195,1340,2023-06-30,353477
T005045,1058,2023-06-30,472385
T007383,1148,2023-06-30,479200
T000741,1314,2023-06-30,399553
T001964,1305,2023-06-30,38371
T002063,1313,2023-06-30,487437
T000221,1170,2023-06-30,167892
T003297,1198,2023-06-30,456142
T006752,1208,2023-07-01,406545
T001987,1481,2023-07-01,164084
T000764,1356,2023-07-01,238592
T000237,1446,2023-07-01,202214
T004612,1082,2023-07-01,378451
T001529,1267,2023-07-01,354800
T000131,1264,2023-07-01,451172
T001554,1040,2023-07-01,109244
T001772,1153,2023-07-02,416260
T002918,1087,2023-07-02,226168
T007114,1206,2023-07-02,390754
T005472,1010,2023-07-02,344422
T003854,1422,2023-07-02,161180
T003398,1252,2023-07-02,227586
T007314,1361,2023-07-02,111404
T007199,1134,2023-07-02,149436
T004573,1435,2023-07-03,182372
T007300,1335,2023-07-03,27482
T000678,1148,2023-07-03,495197
T004622,1221,2023-07-03,266585
T002285,1316,2023-07-03,427002
T007823,1049,2023-07-03,483059
T003426,1111,2023-07-03,391969
T000429,1356,2023-07-03,85488
T007291,1273,2023-07-03,294507
T003625,1187,2023-07-03,332732
T007970,1405,2023-07-04,450645
T005003,1432,2023-07-04,301775
T007766,1401,2023-07-04,343417
T006983,1146,2023-07-04,248339
T006173,1226,2023-07-04,435721
T001468,1253,2023-07-05,316514
T005374,1434,2023-07-05,374806
T002666,1341,2023-07-05,490930
T000110,1478,2023-07-05,446228
T007785,1047,2023-07-05,423985
T002252,1500,2023-07-05,403545
T006521,1230,2023-07-05,433437
T003431,1372,2023-07-05,45532
T007011,1329,2023-07-05,269784
T001250,1226,2023-07-05,388225
T001275,1085,2023-07-05,458289
T007897,1424,2023-07-05,37332
T004841,1459,2023-07-05,301594
T003060,1365,2023-07-05,275284
T004445,1160,2023-07-06,352046
T000752,1466,2023-07-06,80945
T003180,1013,2023-07-06,301027
T004961,1131,2023-07-06,154162
T003156,1188,2023-07-06,340217
T001545,1371,2023-07-06,116226
T005199,1333,2023-07-06,101560
T002364,1450,2023-07-06,419576
T002950,1354,2023-07-06,78168
T004442,1165,2023-07-06,333817
T003857,1212,2023-07-07,60880
T003905,1443,2023-07-07,402086
T000990,1129,2023-07-07,226260
T006468,1028,2023-07-07,163262
T001033,1220,2023-07-07,200653
T005288,1156,2023-07-07,230376
T002501,1251,2023-07-07,193806
T001169,1002,2023-07-07,215078
T000806,1004,2023-07-07,170946
T000154,1016,2023-07-07,89407
T000808,1364,2023-07-08,344814
T000190,1108,2023-07-08,99858
T003346,1303,2023-07-08,445966
T003879,1025,2023-07-08,449283
T007112,1151,2023-07-08,368787
T003100,1194,2023-07-08,484604
T003443,1119,2023-07-08,278750
T007167,1358,2023-07-08,262825
T000744,1383,2023-07-08,61848
T007848,1442,2023-07-09,450037
T004182,1083,2023-07-09,277156
T001703,1399,2023-07-09,183878
T004654,1207,2023-07-09,372573
T004440,1285,2023-07-10,271775
T003980,1452,2023-07-10,20615
T002466,1046,2023-07-10,135158
T001746,1370,2023-07-10,473774
T004222,1166,2023-07-10,170424
T007749,1337,2023-07-10,465971
T002846,1007,2023-07-10,232208
T007247,1246,2023-07-10,493408
T006469,1235,2023-07-10,444502
T004296,1321,2023-07-11,491527
T003629,1139,2023-07-11,122420
T001322,1264,2023-07-11,71843
T002417,1156,2023-07-11,253931
T002009,1198,2023-07-11,394016
T004787,1316,2023-07-11,339475
T001873,1320,2023-07-11,216092
T003039,1216,2023-07-11,73106
T002941,1162,2023-07-11,420183
T002155,1445,2023-07-12,87388
T007689,1191,2023-07-12,140883
T007568,1168,2023-07-12,443425
T005096,1376,2023-07-12,389625
T000362,1137,2023-07-12,195508
T007605,1150,2023-07-12,210664
T005940,1043,2023-07-12,208059
T006505,1087,2023-07-12,333625
T006569,1304,2023-07-12,409111
T002269,1408,2023-07-12,70859
T000414,1147,2023-07-12,155184
T006610,1030,2023-07-13,385020
T006944,1313,2023-07-13,236168
T007292,1380,2023-07-13,165138
T000109,1435,2023-07-13,241798
T004234,1412,2023-07-13,337319
T000540,1004,2023-07-13,134183
T007640,1378,2023-07-13,304699
T002944,1309,2023-07-13,86046
T003359,1229,2023-07-14,442610
T003788,1132,2023-07-14,298577
T001331,1342,2023-07-14,251343
T006675,1167,2023-07-14,458854
T004112,1322,2023-07-14,220065
T001844,1184,2023-07-14,434159
T000571,1443,2023-07-15,431166
T007842,1049,2023-07-15,163573
T000468,1223,2023-07-15,323349
T005522,1250,2023-07-15,138636
T004823,1458,2023-07-15,137713
T005718,1288,2023-07-15,265518
T000471,1448,2023-07-15,104715
T004320,1341,2023-07-15,26732
T006839,1487,2023-07-15,454724
T007978,1472,2023-07-15,237443
T002120,1399,2023-07-15,490439
T004238,1093,2023-07-15,328293
T006553,1032,2023-07-15,371696
T006000,1030,2023-07-15,482757
T006766,1334,2023-07-15,150661
T002855,1157,2023-07-15,496799
T005051,1216,2023-07-16,191147
T003529,1492,2023-07-16,258117
T000008,1042,2023-07-16,451390
T001832,1095,2023-07-16,155753
T000209,1409,2023-07-16,132808
T003713,1034,2023-07-16,107507
T004212,1138,2023-07-16,467915
T001716,1320,2023-07-16,384699
T003196,1231,2023-07-17,50881
T007921,1272,2023-07-17,216326
T001345,1150,2023-07-17,423923
T001168,1146,2023-07-17,427522
T001522,1005,2023-07-17,418158
T000431,1155,2023-07-17,338433
T005432,1184,2023-07-17,175472
T007354,1093,2023-07-17,433139
T002296,1114,2023-07-17,69282
T006757,1473,2023-07-18,163992
T001796,1039,2023-07-18,278006
T006387,1137,2023-07-18,322288
T000853,1334,2023-07-18,466850
T005407,1371,2023-07-18,270690
T002768,1201,2023-07-18,474256
T000282,1293,2023-07-18,114266
T007083,1366,2023-07-18,334856
T003119,1067,2023-07-18,78188
T007178,1072,2023-07-19,369417
T000525,1395,2023-07-19,285199
T001422,1262,2023-07-19,429962
T002069,1316,2023-07-19,376093
T005291,1272,2023-07-19,280082
T003538,1267,2023-07-19,268505
T004264,1225,2023-07-19,129398
T000226,1269,2023-07-19,87156
T005532,1389,2023-07-19,94543
T000856,1293,2023-07-19,271249
T003770,1312,2023-07-19,174557
T007659,1151,2023-07-20,185529
T005627,1209,2023-07-20,432909
T002584,1438,2023-07-20,252302
T000436,1235,2023-07-20,98930
T006832,1114,2023-07-20,69849
T003732,1206,2023-07-20,78914
T005652,1445,2023-07-20,378499
T002444,1500,2023-07-20,241578
T005907,1144,2023-07-20,193302
T007941,1480,2023-07-20,307901
T006773,1495,2023-07-20,442191
T007336,1455,2023-07-20,450086
T004519,1239,2023-07-21,294089
T005884,1085,2023-07-21,197878
T007060,1377,2023-07-21,401337
T007454,1146,2023-07-21,492519
T002431,1004,2023-07-21,260879
T004046,1500,2023-07-21,437950
T007703,1209,2023-07-21,87058
T002243,1066,2023-07-21,201532
T006608,1254,2023-07-21,25177
T006840,1309,2023-07-21,481000
T001492,1452,2023-07-21,371771
T002211,1243,2023-07-21,76959
T003370,1440,2023-07-22,198270
T007843,1025,2023-07-22,274557
T002299,1486,2023-07-22,203786
T003571,1248,2023-07-22,277282
T007870,1063,2023-07-22,164832
T005429,1355,2023-07-22,493479
T003132,1128,2023-07-22,169151
T000775,1454,2023-07-22,317486
T002240,1026,2023-07-22,459555
T006226,1429,2023-07-23,464056
T007787,1108,2023-07-23,191100
T003279,1156,2023-07-23,117275
T006767,1425,2023-07-23,315943
T001122,1043,2023-07-23,227080
T000539,1285,2023-07-23,391906
T000150,1026,2023-07-23,481592
T004414,1097,2023-07-23,161439
T006439,1421,2023-07-23,492334
T000925,1156,2023-07-23,365259
T000467,1360,2023-07-23,79314
T006745,1408,2023-07-23,36375
T002970,1125,2023-07-23,156692
T005282,1111,2023-07-23,151151
T002058,1295,2023-07-23,186250
T003652,1336,2023-07-23,66057
T001941,1071,2023-07-23,147441
T004148,1230,2023-07-24,71319
T001829,1436,2023-07-24,327822
T003356,1489,2023-07-24,233273
T003197,1053,2023-07-24,300553
T004076,1214,2023-07-24,251898
T005857,1281,2023-07-24,179002
T002704,1332,2023-07-24,377705
T007006,1211,2023-07-24,382340
T001412,1449,2023-07-24,56375
T004850,1114,2023-07-24,107404
T006638,1274,2023-07-25,390866
T005912,1431,2023-07-25,168537
T001677,1428,2023-07-25,409297
T000334,1490,2023-07-25,393218
T000954,1490,2023-07-26,370891
T006165,1012,2023-07-26,434686
T003172,1234,2023-07-26,270600
T004862,1208,2023-07-26,363810
T000260,1142,2023-07-26,367324
T002911,1122,2023-07-26,303531
T000322,1261,2023-07-26,357540
T004079,1450,2023-07-26,268435
T003764,1425,2023-07-26,327963
T004363,1102,2023-07-27,407069
T005406,1293,2023-07-27,206539
T002488,1110,2023-07-27,338694
T004177,1059,2023-07-27,303269
T002343,1196,2023-07-27,57117
T004848,1462,2023-07-27,40115
T001958,1082,2023-07-27,159830
T007239,1157,2023-07-27,159018
T001446,1067,2023-07-27,42205
T000839,1040,2023-07-27,99538
T004832,1269,2023-07-27,254954
T003760,1401,2023-07-27,327157
T004430,1465,2023-07-27,21658
T007984,1266,2023-07-27,431346
T003647,1354,2023-07-27,227940
T003151,1075,2023-07-27,351039
T006421,1052,2023-07-28,408690
T006408,1448,2023-07-28,350979
T002841,1167,2023-07-28,60262
T006518,1496,2023-07-28,331134
T006804,1496,2023-07-28,275545
T002088,1439,2023-07-28,203403
T005776,1171,2023-07-28,389985
T005945,1376,2023-07-28,247439
T000484,1319,2023-07-28,485705
T002890,1067,2023-07-28,465405
T000933,1370,2023-07-28,54579
T000800,1159,2023-07-29,76006
T006798,1220,2023-07-29,463716
T002668,1433,2023-07-29,386616
T002965,1499,2023-07-29,141270
T001732,1434,2023-07-29,156615
T001990,1116,2023-07-29,330546
T001285,1487,2023-07-29,118831
T005388,1305,2023-07-29,271287
T004505,1424,2023-07-29,423823
T003050,1437,2023-07-29,264090
T005207,1053,2023-07-29,414823
T000478,1414,2023-07-29,107110
T000117,1443,2023-07-29,459707
T003772,1149,2023-07-29,69875
T006231,1195,2023-07-29,414677
T003069,1369,2023-07-30,253597
T001200,1376,2023-07-30,347302
T000440,1499,2023-07-30,72165
T003120,1065,2023-07-30,293016
T004603,1185,2023-07-30,292094
T002413,1066,2023-07-30,175955
T000494,1352,2023-07-30,468628
T003941,1198,2023-07-30,297306
T001048,1159,2023-07-30,463729
T004195,1278,2023-07-30,194899
T001607,1485,2023-07-30,44996
T004241,1411,2023-07-31,22155
T005068,1395,2023-07-31,429462
T000931,1445,2023-07-31,384692
T006494,1217,2023-07-31,440515
T002033,1365,2023-07-31,45909
T001424,1406,2023-07-31,215961
T000028,1219,2023-07-31,306552
T006051,1147,2023-07-31,257841
T004751,1378,2023-08-01,246089
T001750,1140,2023-08-01,155183
T003761,1278,2023-08-01,257275
T002323,1129,2023-08-01,413005
T005345,1237,2023-08-01,451765
T006246,1206,2023-08-01,60868
T003457,1222,2023-08-01,435570
T002700,1001,2023-08-01,343733
T006527,1437,2023-08-01,464529
T000090,1450,2023-08-01,334096
T002059,1498,2023-08-01,230244
T007654,1413,2023-08-01,294357
T007718,1444,2023-08-02,327678
T002419,1423,2023-08-02,499140
T000308,1243,2023-08-02,375465
T006329,1058,2023-08-02,363307
T006031,1338,2023-08-02,153441
T007647,1334,2023-08-02,164707
T000593,1492,2023-08-02,150436
T006253,1142,2023-08-02,220981
T003697,1278,2023-08-02,412587
T003286,1411,2023-08-02,63095
T000704,1143,2023-08-02,440091
T001659,1284,2023-08-02,261871
T007349,1357,2023-08-02,388423
T001631,1233,2023-08-02,289843
T001579,1455,2023-08-02,200526
T005260,1500,2023-08-02,51275
T000005,1146,2023-08-02,437896
T001445,1134,2023-08-02,334596
T006735,1316,2023-08-03,185549
T002940,1397,2023-08-03,123550
T006856,1275,2023-08-03,295357
T001361,1400,2023-08-03,151666
T006059,1189,2023-08-03,370579
T000243,1185,2023-08-03,147129
T000969,1184,2023-08-03,230496
T002459,1251,2023-08-03,247603
T002551,1158,2023-08-03,360907
T001326,1067,2023-08-03,346478
T006939,1134,2023-08-03,69574
T000283,1061,2023-08-03,291380
T006471,1313,2023-08-03,248552
T004895,1149,2023-08-03,429852
T000893,1270,2023-08-04,105333
T005433,1284,2023-08-04,437362
T003397,1021,2023-08-04,318561
T001245,1069,2023-08-04,224830
T005424,1188,2023-08-04,85074
T000042,1122,2023-08-04,158939
T004512,1499,2023-08-04,163041
T002248,1456,2023-08-04,437939
T000941,1001,2023-08-04,128750
T001423,1419,2023-08-04,310658
T005109,1486,2023-08-05,230417
T003161,1045,2023-08-05,235547
T004525,1317,2023-08-05,235238
T005653,1143,2023-08-05,231668
T006838,1035,2023-08-05,82355
T000849,1087,2023-08-05,329454
T001848,1019,2023-08-05,213073
T006747,1485,2023-08-05,445653
T005904,1483,2023-08-05,88617
T007507,1470,2023-08-05,164143
T005518,1372,2023-08-05,101947
T000552,1288,2023-08-05,90047
T003972,1337,2023-08-05,91895
T001496,1173,2023-08-06,206444
T006188,1078,2023-08-06,70337
T000111,1102,2023-08-06,127252
T003005,1173,2023-08-06,39158
T004713,1237,2023-08-06,307832
T003553,1102,2023-08-06,149692
T006201,1110,2023-08-06,115856
T003544,1495,2023-08-06,287981
T000821,1354,2023-08-06,146998
T003838,1351,2023-08-06,149128
T001855,1281,2023-08-06,436654
T006156,1363,2023-08-07,419554
T000395,1114,2023-08-07,461802
T002043,1349,2023-08-07,223114
T000184,1103,2023-08-07,419282
T001817,1150,2023-08-07,64588
T007156,1361,2023-08-07,295079
T007885,1417,2023-08-07,288451
T007202,1409,2023-08-07,251899
T003291,1338,2023-08-07,223508
T007488,1435,2023-08-08,171836
T006396,1479,2023-08-08,326765
T005136,1089,2023-08-08,96497
T000896,1093,2023-08-08,496490
T002099,1205,2023-08-08,178352
T007526,1031,2023-08-08,444363
T006464,1215,2023-08-08,216676
T001377,1005,2023-08-08,100636
T007159,1217,2023-08-08,408831
T000235,1500,2023-08-09,31952
T002006,1047,2023-08-09,354757
T000180,1483,2023-08-09,189770
T000898,1332,2023-08-09,24521
T006616,1012,2023-08-09,236907
T004286,1127,2023-08-09,416547
T004213,1420,2023-08-09,376777
T006174,1176,2023-08-09,310432
T004801,1104,2023-08-09,365566
T004761,1463,2023-08-09,359088
T005023,1373,2023-08-09,95172
T005392,1063,2023-08-09,196609
T004061,1097,2023-08-09,365445
T004364,1038,2023-08-09,184894
T006459,1122,2023-08-09,156504
T002915,1124,2023-08-09,484995
T000387,1037,2023-08-09,376737
T001762,1380,2023-08-09,58130
T003144,1430,2023-08-09,205385
T004246,1273,2023-08-09,146041
T007409,1018,2023-08-10,195931
T001642,1192,2023-08-10,123153
T003006,1047,2023-08-10,313231
T005362,1351,2023-08-10,92043
T004466,1209,2023-08-10,365282
T001498,1012,2023-08-10,114176
T005331,1137,2023-08-10,158148
T007272,1209,2023-08-10,303745
T001764,1011,2023-08-10,389438
T006833,1111,2023-08-10,396863
T002676,1265,2023-08-11,36148
T001902,1418,2023-08-11,364441
T007892,1282,2023-08-11,480287
T003873,1343,2023-08-11,311168
T003826,1004,2023-08-11,417968
T001978,1192,2023-08-12,376826
T005166,1211,2023-08-12,359594
T000757,1025,2023-08-12,203505
T002743,1412,2023-08-12,282025
T006668,1185,2023-08-12,199809
T005379,1499,2023-08-12,356506
T007668,1105,2023-08-12,489300
T000887,1303,2023-08-13,390565
T003971,1065,2023-08-13,486869
T002469,1100,2023-08-13,249316
T007831,1118,2023-08-13,486935
T003035,1102,2023-08-13,231470
T000729,1318,2023-08-13,493599
T002092,1394,2023-08-13,350927
T007224,1184,2023-08-13,40703
T001769,1402,2023-08-13,202235
T005580,1307,2023-08-14,261201
T007664,1287,2023-08-14,208996
T003710,1248,2023-08-14,460810
T001629,1232,2023-08-14,399563
T003206,1403,2023-08-14,137339
T000211,1210,2023-08-14,98591
T005618,1385,2023-08-14,258030
T005187,1390,2023-08-14,398459
T001273,1291,2023-08-14,99777
T000254,1389,2023-08-14,340098
T004460,1018,2023-08-14,419793
T000095,1129,2023-08-14,190608
T001985,1113,2023-08-14,46558
T003560,1489,2023-08-14,298169
T001523,1467,2023-08-14,67419
T003461,1134,2023-08-15,430604
